timestamp,cause,delay,line,message
2012-05-13 17:04:00,equipment problem,30,orange,A Vienna-bound Orange Line train at Federal Center was offloaded due to an equipment problem. Customers experienced a 30-minute delay. A gap train was put in service to help mitigate the delay.
2012-05-12 00:20:00,misc,7,blue,A Largo Town Center-bound Blue Line train at National Airport was delayed 7 minutes due to police activity.
2012-05-12 10:30:00,door problem,5,orange,A New Carrollton-bound Orange Line train at Virginia Square was delayed 5 minutes due to a door problem.
2012-05-12 13:32:00,door problem,8,orange,A New Carrollton-bound Orange Line train at Federal Center SW was delayed 8 minutes due to a door problem.
2012-05-11 07:24:00,door problem,5,red,A Glenmont-bound Red Line train at Shady Grove was delayed 5 minutes due to a door problem.
2012-05-11 07:37:00,door problem,6,blue,A Largo Town Center-bound Blue Line train at Foggy Bottom was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-11 07:42:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2012-05-11 08:29:00,door problem,6,red,A Shady Grove-bound Red Line train at Gallery Place was delayed 6 minutes due to a door problem.
2012-05-11 13:54:00,brake problem,12,green,A Branch Avenue-bound Green Line train at Naylor Road was offloaded due to a brake problem. Customers experienced a 12-minute delay.
2012-05-11 15:24:00,brake problem,7,red,A Shady Grove-bound Red Line train at Rhode Island Ave was offloaded due to a brake problem. Customers experienced a 7-minute delay.
2012-05-11 15:44:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2012-05-11 16:28:00,brake problem,31,green,A Branch Avenue-bound Green Line train at College Park was offloaded due to a brake problem. Customers experienced a 31-minute delay. Several other Green Line trains were single tracked around the disabled train.
2012-05-11 18:33:00,misc,7,yellow,A Fort Totten-bound Yellow Line train at Huntington was delayed 7 minutes due to an earlier delay.
2012-05-11 20:40:00,door problem,10,red,A Glenmont-bound Red Line train at Cleveland Park was delayed 10 minutes due to a door problem.
2012-05-11 21:40:00,operational problem,19,blue,A Franconia-Springfield-bound Blue Line train at Crystal City was offloaded due to an operational problem. Customers experienced a 19-minute delay.
2012-05-11 22:28:00,track problem,8,yellow,A Fort Totten-bound Yellow Line train at National Airport was delayed 8 minutes due to a track problem.
2012-05-11 22:50:00,door problem,30,blue,A Franconia-Springfield-bound Blue Line train at Eastern Marked was offloaded due to a door problem. Customers experienced a 30-minute delay. Two gap trains were placed in service to help mitigate the delay.
2012-05-10 06:26:00,door problem,7,yellow,A Huntington-bound Yellow Line train at L’Enfant Plaza was offloaded due to a door problem. Customers experienced a 7-minute delay.
2012-05-10 06:55:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service"
2012-05-10 09:21:00,brake problem,7,orange,A Vienna/Fairfax-bound Orange Line train at Foggy Bottom was delayed 7 minutes due to a brake problem. A gap train was placed into service at Ballston to help mitigate the delay.
2012-05-10 12:25:00,misc,26,green,A Branch Avenue-bound Green Line train at L’Enfant Plaza was delayed 26 minutes due to a switch problem.
2012-05-10 13:48:00,door problem,8,red,A Shady Grove-bound Red Line train at Union Station was delayed 8 minutes due to a door problem.
2012-05-10 14:18:00,track problem,7,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 7 minutes due to track maintenance.
2012-05-10 15:45:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2012-05-10 15:54:00,door problem,6,red,A Shady Grove-bound Red Line train at Farragut North was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-10 16:41:00,misc,5,red,A Silver Spring-bound Red Line train at Judiciary Square was delayed 5 minutes due to a sick customer.
2012-05-10 16:48:00,misc,9,orange,A New Carrollton-bound Orange Line train at West Falls Church was delayed 9 minutes due to a switch problem.
2012-05-10 16:48:00,brake problem,6,blue,A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 6 minutes due to a brake problem.
2012-05-10 17:41:00,brake problem,6,orange,A New Carrollton-bound Orange Line train at Minnesota Avenue was taken out of service due to a brake problem. Customers experienced a 6-minute delay.
2012-05-10 18:02:00,brake problem,11,green,A Branch Avenue-bound Green Line train at West Hyattsville was offloaded due to a brake problem. Customers experienced an 11-minute delay.
2012-05-10 18:35:00,did not operate,4,red,"A Glenmont-bound Red Line train at Grosvenor did not operate, resulting in a 4-minute gap in service."
2012-05-09 05:11:00,track problem,5,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 5 minutes due to a track problem.
2012-05-09 05:22:00,track problem,10,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 10 minutes due to a track problem.
2012-05-09 06:12:00,track problem,13,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was delayed 13 minutes due to a track problem.
2012-05-09 06:22:00,track problem,6,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 6 minutes due to a track problem.
2012-05-09 06:28:00,door problem,5,red,A Shady Grove-bound Red Line train at Union Station was delayed 5 minutes due to a door problem.
2012-05-09 07:04:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2012-05-09 07:08:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Morgan Blvd. was expressed for schedule adherence/improved train spacing.
2012-05-09 07:46:00,brake problem,43,orange,A New Carrollton-bound Orange Line train at East Falls Church was offloaded due to a brake problem. Customers experienced a 43-minute delay. Several other Orange Line trains were single tracked around the disabled train between 7:50 a.m. and 8:30 a.m.
2012-05-09 15:51:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-09 15:53:00,door problem,8,orange,A Vienna-bound Orange Line train at L’Enfant Plaza was offloaded due to a door problem. Customers experienced an 8-minute delay.
2012-05-09 15:54:00,misc,6,blue,A Franconia-Springfield-bound Blue Line train at L’Enfant Plaza was delayed 6 minutes due to an earlier Orange Line delay.
2012-05-09 15:54:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2012-05-09 16:12:00,did not operate,4,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 4-minute gap in service."
2012-05-09 16:14:00,equipment problem,8,green,A Greenbelt-bound Green Line train at Mt. Vernon Sq was offloaded due to an equipment problem. Customers experienced an 8-minute delay.
2012-05-09 16:29:00,equipment problem,6,green,A Greenbelt-bound Green Line train at Congress Heights was offloaded due to an equipment problem. Customers experienced a 6-minute delay.
2012-05-09 16:30:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna-Fairfax did not operate, resulting in a 6-minute gap in service."
2012-05-09 17:05:00,door problem,7,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a door problem. Customers experienced a 7-minute delay.
2012-05-09 18:03:00,misc,13,red,A Glenmont-bound Red Line train at Shady Grove was delayed 13 minutes due to a switch problem. Serveral other Red Line trains experienced minor delays at Shady Grove.
2012-05-09 18:43:00,equipment problem,4,blue,A Largo Town Center-bound Blue Line train at Metro Center was offloaded due to an equipment problem Customers experienced a 4-minute delay.
2012-05-09 18:46:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Metro Center was re-routed to Largo Town Center for schedule adherence/improved train spacing. Customers experienced a 6-minute delay.
2012-05-09 18:49:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2012-05-08 06:26:00,brake problem,13,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Customers experienced a 13-minute delay.
2012-05-08 06:55:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-08 07:34:00,brake problem,7,orange,A New Carrollton-bound Orange Line train at Potomac Ave was offloaded due to a brake problem. Customers experienced a 7-minute delay.
2012-05-08 07:57:00,misc,6,green,A Branch Avenue-bound Green Line train at Mt. Vernon Sq was delayed 6 minutes due to a sick passenger.
2012-05-08 08:17:00,door problem,5,blue,A Franconia-Springfield-bound Blue Line train at Landover was delayed 5 minutes due to a door problem.
2012-05-08 08:28:00,door problem,5,orange,A Vienna-bound Orange Line train at Metro Center was delayed 5 minutes due to a door problem.
2012-05-08 08:50:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna-Fairfax did not operate, resulting in a 6-minute gap in service."
2012-05-08 09:36:00,equipment problem,10,red,A Grosvenor-bound Red Line train at Takoma was offloaded due to an equipment problem. Customers experienced a 10-minute delay.
2012-05-08 11:03:00,equipment problem,16,orange,A Vienna-bound Orange Line train at Stadium-Armory was delayed 16 minutes while track equipment was moved into position. A gap train was placed in service at Foggy Bottom to help mitigate the delay.
2012-05-08 12:53:00,equipment problem,10,red,A Shady Grove-bound Red Line Train at Brookland was delayed 10 minutes while track equipment was moved into position.
2012-05-08 14:02:00,track problem,7,red,A Glenmont-bound Red Line train at Shady Grove was delayed 7 minutes due to track maintenance.
2012-05-08 14:31:00,equipment problem,4,red,A Glenmont-bound Red Line train at New York Avenue was offloaded due to an equipment problem. Customers experienced a 4-minute delay.
2012-05-08 14:56:00,did not operate,5,red,"A Shady Grove-bound Red Line Train at Silver Spring did not operate, resulting in a 5-minute gap in service"
2012-05-08 15:29:00,door problem,4,red,A Glenmont-bound Red Line train at New York Avenue was offloaded due to a door problem. Customers experienced a 4-minute delay.
2012-05-08 15:51:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-08 15:55:00,door problem,7,red,A Shady Grove-bound Red Line Train at Glenmont was delayed 7 minutes due to an earlier train with a door problem.
2012-05-08 16:08:00,did not operate,6,yellow,"A Mt. Vernon Sq-bound Yellow Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-08 16:26:00,door problem,6,yellow,A Mt. Vernon Sq-bound Yellow Line train at Gallery Place was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-08 16:38:00,misc,7,orange,A New Carrollton-bound Orange Line train at Ballston was delayed 7 minutes due to police activity.
2012-05-08 18:00:00,brake problem,9,red,A Shady Grove-bound Red Line Train at Woodley Park was offloaded due to a brake problem. Customers experienced a 9-minute delay.
2012-05-08 18:05:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
